,Industry,MR,MR.PR,MR.Decile,TVC,TVC.PR,TVC.Decile,TRC,TRC.PR,TRC.Decile,BAB,BAB.PR,BAB.Decile,EV,EV.PR,EV.Decile,P/B,P/B.PR,P/B.Decile,PSR,PSR.PR,PSR.Decile,ROE,ROE.PR,ROE.Decile,ROA,ROA.PR,ROA.Decile,C/A,C/A.PR,C/A.Decile,D/A,D/A.PR,D/A.Decile,PG,PG.PR,PG.Decile,AG,AG.PR,AG.Decile
866,31,0.172,0.7459,3,7.2442,0.9617,1,6.1734,0.9704,1,-0.7107,0.9978,1,4298805000.0,0.7558,3,1.7,0.517,5,2.8301,0.8828,2,3.22,0.7097,3,1.31,0.5926,5,0.0816,0.2913,8,63.85,0.1632,9,12.4073,0.9715,1,0.0307,0.4874,6
741,16,0.2324,0.8127,2,-0.1927,0.4064,6,-0.2571,0.3647,7,0.5735,0.3527,7,3539156512.0,0.8039,2,1.89,0.4513,6,12.6457,0.3253,7,3.93,0.7875,3,3.51,0.9354,1,0.131,0.4337,6,11.65,0.9584,1,7.686,0.9584,1,0.0664,0.6396,4
473,25,0.4431,0.9343,1,0.2593,0.6276,4,0.0174,0.5455,5,0.3531,0.6199,4,47851358937.0,0.172,9,1.3,0.6791,4,5.4247,0.6714,4,1.88,0.506,5,0.74,0.4195,6,0.1143,0.3899,7,72.99,0.0953,10,-0.2655,0.218,8,0.1773,0.8806,2
348,20,0.1203,0.6407,4,0.7331,0.7514,3,0.6397,0.7645,3,0.0354,0.9441,1,7178917886.0,0.6068,4,1.43,0.6265,4,5.3516,0.6791,4,2.75,0.655,4,1.72,0.7054,3,0.1563,0.5312,5,39.3,0.598,5,0.2924,0.4962,6,-0.0322,0.2278,8
506,18,0.0378,0.4392,6,-0.2469,0.368,7,-0.2495,0.3713,7,0.3191,0.6637,4,7982359524.0,0.5685,5,1.48,0.598,5,0.9324,0.9836,1,1.41,0.4261,6,0.76,0.4261,6,0.069,0.2486,8,73.15,0.092,10,-0.2962,0.2059,8,-0.0017,0.3384,7
640,4,0.0632,0.5093,5,-0.1134,0.4524,6,-0.0898,0.4721,6,0.3787,0.5838,5,5784056458.0,0.6692,4,1.19,0.7426,3,5.4841,0.6659,4,3.4,0.7481,3,1.7,0.6999,4,0.2634,0.8072,2,54.92,0.3001,8,1.1567,0.7327,3,0.1313,0.8193,2
899,29,0.1635,0.7317,3,1.1501,0.8171,2,0.9305,0.8138,2,-0.1141,0.9803,1,4265164314.0,0.7568,3,1.59,0.5575,5,3.8151,0.7908,3,3.82,0.7788,3,1.54,0.6659,4,0.0819,0.2924,8,67.05,0.138,9,3.9438,0.9211,1,0.0117,0.4009,7
843,15,-0.019,0.2574,8,-0.8172,0.0142,10,-0.7986,0.0142,10,0.5521,0.379,7,5663828267.0,0.6769,4,0.78,0.9387,1,2.8381,0.8817,2,0.83,0.3352,7,0.6,0.3779,7,0.2188,0.7097,3,29.61,0.759,3,0.2123,0.4655,6,-0.0803,0.0975,10
821,17,0.0598,0.5049,5,7.2958,0.9628,1,6.4742,0.9759,1,0.3221,0.6605,4,2428531201.0,0.8883,2,1.53,0.5761,5,9.4762,0.4315,6,0.32,0.2453,8,0.29,0.2782,8,0.1535,0.5268,5,30.87,0.7371,3,1.1273,0.7273,3,-0.0354,0.2147,8
620,7,-0.0922,0.1117,9,-0.5918,0.1358,9,-0.556,0.1424,9,0.3312,0.644,4,3912791916.0,0.7842,3,2.07,0.4031,7,120.0722,0.0241,10,-1.78,0.0843,10,-1.72,0.0383,10,0.0258,0.0854,10,2.72,0.9945,1,-2.7647,0.035,10,0.013,0.4031,7
837,18,0.3271,0.8861,2,0.4601,0.6977,4,0.2717,0.6605,4,0.7946,0.1774,9,3378038688.0,0.8193,2,1.71,0.5148,5,0.8405,0.9901,1,2.69,0.6462,4,1.56,0.6714,4,0.2025,0.6692,4,45.78,0.4655,6,0.4997,0.5663,5,0.1104,0.7842,3
646,6,0.1287,0.6637,4,0.3751,0.6725,4,0.3185,0.6791,4,0.0975,0.9036,1,4143964312.0,0.7678,3,1.36,0.6561,4,4.5613,0.7393,3,2.04,0.5433,5,1.27,0.5794,5,0.0538,0.1884,9,41.93,0.5433,5,28.1423,0.9912,1,0.1054,0.7711,3
769,17,0.6782,0.9748,1,6.6141,0.9595,1,4.1842,0.9573,1,0.7889,0.1807,9,10963378395.0,0.4732,6,2.19,0.3593,7,15.1981,0.2651,8,4.44,0.8335,2,2.72,0.8587,2,0.2735,0.8335,2,41.03,0.5619,5,3.7301,0.9189,1,0.1289,0.8138,2
557,17,0.1803,0.7568,3,-0.6425,0.103,10,-0.6311,0.0865,10,0.9688,0.103,10,1685722409.0,0.9398,1,2.63,0.2596,8,4.019,0.7766,3,-7.46,0.0164,10,-2.42,0.0296,10,0.093,0.3308,7,63.16,0.1709,9,0.5352,0.5772,5,-0.1685,0.0263,10
870,28,0.0774,0.5411,5,-0.4649,0.2048,8,-0.4554,0.2015,9,0.7586,0.2059,8,33033717615.0,0.2245,8,5.12,0.069,10,18.1475,0.2092,8,8.55,0.9814,1,4.68,0.9792,1,0.0862,0.3056,7,47.99,0.4195,6,-0.1316,0.264,8,0.2813,0.9419,1
578,20,-0.2267,0.0164,10,-0.4082,0.2432,8,-0.2951,0.3341,7,0.3958,0.5619,5,2508267447.0,0.8762,2,2.16,0.3702,7,30.8539,0.1008,10,-3.87,0.0383,10,-3.0,0.0186,10,0.4797,0.9803,1,20.44,0.8806,2,-7.1318,0.0164,10,-0.1468,0.034,10
86,3,0.0773,0.54,5,2.8422,0.9058,1,2.6456,0.9189,1,-0.0064,0.9584,1,2768452304.0,0.8554,2,0.9,0.8905,2,2.2359,0.9288,1,1.01,0.3658,7,0.65,0.3921,7,0.255,0.7864,3,64.71,0.1533,9,1.2419,0.7492,3,0.0284,0.4743,6
243,12,0.1162,0.632,4,-0.1159,0.4502,6,-0.1486,0.4337,6,0.319,0.6648,4,24887426233.0,0.2859,8,2.17,0.3691,7,1.8478,0.9441,1,3.43,0.7525,3,1.91,0.7393,3,0.3027,0.8697,2,48.0,0.4184,6,0.0386,0.3746,7,0.0311,0.494,6
699,22,0.1391,0.6966,4,2.2613,0.8773,2,2.1013,0.897,2,0.3016,0.6846,4,8447194024.0,0.5465,5,0.73,0.9551,1,10.7582,0.3779,7,-2.54,0.0591,10,-0.68,0.0876,10,0.1047,0.3647,7,53.12,0.3352,7,-0.1527,0.2574,8,-0.0923,0.08,10
160,6,1.1026,0.9956,1,0.4648,0.6988,4,0.1959,0.6298,4,0.8904,0.1249,9,7858309806.0,0.5739,5,1.31,0.6758,4,4.093,0.7711,3,0.99,0.3593,7,0.72,0.4151,6,0.1047,0.3636,7,37.31,0.632,4,1.3628,0.7722,3,0.0371,0.5159,5
525,18,-0.0081,0.2903,8,-0.4165,0.2344,8,-0.382,0.2519,8,0.4172,0.5444,5,6457458698.0,0.6353,4,1.2,0.7393,3,0.2613,1.0,1,1.47,0.4403,6,1.45,0.6309,4,0.0647,0.2344,8,80.78,0.0515,10,22.5054,0.989,1,-0.0649,0.1292,9
35,2,-0.0925,0.1106,9,-0.1465,0.4315,6,-0.118,0.4556,6,0.3163,0.667,4,18469074695.0,0.3406,7,0.58,0.9858,1,1.0416,0.9792,1,-2.56,0.0581,10,-1.16,0.0635,10,0.0558,0.195,9,49.6,0.3899,7,-25.0855,0.0044,10,0.1679,0.8686,2
541,27,0.015,0.3636,7,-0.1532,0.4294,6,-0.1884,0.4096,6,0.2183,0.7864,3,7441291878.0,0.5947,5,4.31,0.1073,9,13.2231,0.3111,7,5.29,0.8992,2,2.57,0.8401,2,0.3766,0.9321,1,50.58,0.3735,7,-0.0476,0.3045,7,0.0863,0.7196,3
171,7,-0.0504,0.184,9,-0.3959,0.2585,8,-0.3595,0.2749,8,0.4217,0.5389,5,4487362160.0,0.747,3,2.13,0.379,7,8.4912,0.4786,6,2.37,0.6057,4,1.49,0.6495,4,0.0633,0.2278,8,38.11,0.6156,4,-0.418,0.1654,9,-0.0073,0.31,7
655,16,0.035,0.4337,6,0.2789,0.6331,4,0.2428,0.6484,4,0.0039,0.9551,1,287682283620.0,0.0372,10,3.16,0.1862,9,11.1738,0.3658,7,3.19,0.7032,3,1.62,0.6846,4,0.0274,0.0953,10,51.18,0.3636,7,0.0612,0.3888,7,0.1433,0.839,2
778,13,-0.274,0.012,10,-0.5439,0.1643,9,-0.4567,0.2004,9,0.7743,0.1895,9,27989972820.0,0.2629,8,6.13,0.0394,10,37.5455,0.0778,10,3.36,0.7404,3,2.92,0.8872,2,0.324,0.8905,2,17.04,0.9168,1,4.9,0.9387,1,0.0788,0.6878,4
889,29,0.132,0.6736,4,0.2632,0.6309,4,0.1771,0.6177,4,0.3292,0.6484,4,10102035109.0,0.5038,5,1.52,0.5871,5,5.2959,0.6857,4,3.58,0.7656,3,2.59,0.8434,2,0.2904,0.8532,2,29.62,0.7579,3,1.5348,0.793,3,0.0646,0.6298,4
858,26,-0.0794,0.1358,9,-0.3364,0.3045,7,-0.3224,0.3034,8,0.3831,0.5805,5,12026456000.0,0.4458,6,2.74,0.2421,8,15.7558,0.2563,8,1.29,0.4096,6,0.72,0.414,6,0.0589,0.2103,8,52.58,0.3428,7,-0.5509,0.1402,9,-0.0156,0.276,8
734,13,-0.0314,0.2256,8,0.591,0.7196,3,0.5579,0.736,3,0.6599,0.2749,8,13131732795.0,0.425,6,3.22,0.1807,9,29.6074,0.1073,9,-1.17,0.1095,9,-0.69,0.0865,10,0.1307,0.4326,6,34.61,0.69,4,-2.2325,0.0405,10,-0.1079,0.0591,10
96,4,1.072,0.9945,1,-0.1576,0.4283,6,-0.4593,0.1972,9,1.0917,0.0657,10,133543102199.0,0.0876,10,3.84,0.1292,9,13.4649,0.3023,8,3.3,0.7229,3,2.14,0.7722,3,0.0488,0.172,9,32.81,0.7097,3,0.4878,0.5619,5,0.1797,0.8828,2
564,13,0.3778,0.9168,1,-0.3967,0.2541,8,-0.4851,0.1851,9,0.7521,0.2103,8,31724508179.0,0.2333,8,2.55,0.2716,8,9.5492,0.4283,6,4.63,0.8543,2,2.79,0.8708,2,0.3341,0.9003,2,40.64,0.5685,5,0.3541,0.5159,5,0.0588,0.6057,4
241,12,-0.0289,0.2344,8,-0.5999,0.126,9,-0.5786,0.1271,9,0.5895,0.3352,7,7781932269.0,0.5761,5,2.07,0.4042,6,8.9922,0.4524,6,4.04,0.7963,3,2.83,0.8762,2,0.2391,0.7547,3,30.39,0.7492,3,0.5374,0.5783,5,0.1158,0.7941,3
743,15,-0.0062,0.2979,8,-0.4261,0.2267,8,-0.4404,0.207,8,-0.0774,0.9748,1,442020000.0,0.9989,1,4.79,0.0876,10,32.1119,0.0931,10,1.31,0.4184,6,1.18,0.5465,5,0.3574,0.92,1,12.61,0.9474,1,2.4494,0.8729,2,0.1104,0.7853,3
575,17,0.3023,0.8708,2,1.4208,0.8379,2,1.1548,0.8357,2,0.1691,0.8368,2,7613492643.0,0.5816,5,1.03,0.8258,2,5.5211,0.6627,4,2.9,0.6736,4,2.25,0.7919,3,0.2856,0.8478,2,24.22,0.8269,2,1.0201,0.7076,3,-0.0056,0.3154,7
691,21,0.3009,0.8697,2,2.6424,0.8949,2,1.9283,0.885,2,0.8626,0.1391,9,8689918763.0,0.5389,5,1.72,0.5126,5,3.5867,0.8127,2,5.02,0.8773,2,2.0,0.7547,3,0.1388,0.4644,6,61.17,0.1895,9,3.5232,0.9124,1,0.1109,0.7864,3
461,24,0.1728,0.747,3,-0.2701,0.3505,7,-0.2818,0.3461,7,0.5942,0.3275,7,253207412944.0,0.046,10,0.81,0.9211,1,15.988,0.2486,8,2.97,0.6802,4,0.22,0.2432,8,0.0177,0.0515,10,92.38,0.0208,10,1.3452,0.77,3,0.0736,0.6736,4
554,17,-0.3978,0.0022,10,-0.761,0.0383,10,-0.6397,0.0821,10,0.9093,0.1139,9,1476000000.0,0.9573,1,1.92,0.4392,6,47.3836,0.0591,10,0.74,0.3231,7,0.55,0.368,7,0.5335,0.988,1,50.9,0.3691,7,-0.9786,0.0898,10,0.0471,0.5509,5
796,16,-0.1509,0.0581,10,-0.463,0.207,8,-0.4482,0.2059,8,0.1619,0.8445,2,1572287895.0,0.9507,1,1.58,0.5586,5,6.9737,0.5685,5,-3.61,0.0416,10,-2.54,0.0285,10,0.3027,0.8708,2,27.37,0.7842,3,0.3494,0.5137,5,-0.336,0.0044,10
207,10,0.0584,0.4984,6,-0.6882,0.0723,10,-0.6925,0.0591,10,0.4341,0.5246,5,2120625000.0,0.9113,1,1.91,0.4469,6,8.6891,0.4677,6,0.07,0.2147,8,0.2,0.2366,8,0.0652,0.2366,8,38.43,0.6112,4,1.058,0.7174,3,-0.1588,0.0285,10
393,21,0.2481,0.8269,2,7.7924,0.9704,1,6.0098,0.9693,1,0.2735,0.7196,3,11368477434.0,0.4644,6,0.7,0.966,1,31.3282,0.0953,10,0.32,0.2442,8,0.29,0.276,8,0.0305,0.1084,9,54.43,0.3122,7,-0.8648,0.1084,9,0.0662,0.6375,4
398,21,0.3268,0.8839,2,-0.0916,0.471,6,-0.1876,0.4107,6,0.2605,0.7327,3,57484278914.0,0.1522,9,5.04,0.0745,10,44.3375,0.0635,10,3.35,0.7371,3,1.54,0.6637,4,0.0145,0.0416,10,54.78,0.3067,7,-0.1501,0.2585,8,0.271,0.9376,1
771,7,0.1322,0.6758,4,2.108,0.8719,2,1.6842,0.8697,2,0.5093,0.4337,6,74281244149.0,0.126,9,7.63,0.0219,10,25.9952,0.1292,9,6.4,0.9409,1,2.76,0.8642,2,0.2631,0.8061,2,62.63,0.1785,9,-0.311,0.1993,9,0.3442,0.9573,1
218,4,0.0571,0.4962,6,-0.4095,0.2421,8,-0.3742,0.2563,8,0.759,0.2048,8,80934821854.0,0.1227,9,2.81,0.2289,8,14.6981,0.2738,8,1.03,0.3691,7,0.76,0.4272,6,0.1459,0.4907,6,33.02,0.7054,3,-0.1118,0.2705,8,-0.0217,0.2596,8
4,0,0.1111,0.6188,4,0.9549,0.7941,3,0.8406,0.7985,3,0.1448,0.8708,2,6457149578.0,0.6364,4,1.34,0.6627,4,5.4127,0.6736,4,2.48,0.6177,4,1.33,0.6002,5,0.0263,0.0898,10,51.61,0.356,7,-0.0401,0.31,7,0.0188,0.4315,6
643,4,0.3574,0.9025,1,-0.0243,0.506,5,-0.0665,0.4984,6,0.6062,0.3165,7,21430363322.0,0.3034,8,2.08,0.3987,7,29.7744,0.1051,9,3.82,0.7809,3,3.32,0.9288,1,0.429,0.9584,1,16.93,0.9179,1,0.8842,0.6824,4,0.03,0.4808,6
814,9,0.2485,0.8291,2,0.6531,0.7371,3,0.4507,0.7152,3,0.1047,0.9014,2,13268939583.0,0.4228,6,2.18,0.3647,7,5.0986,0.6988,4,4.25,0.8127,2,2.78,0.8675,2,0.2419,0.7634,3,34.67,0.6867,4,1.1255,0.7262,3,0.1726,0.874,2
613,26,0.5174,0.9496,1,0.8056,0.7722,3,0.45,0.7141,3,0.436,0.5192,5,16122791293.0,0.3779,7,1.66,0.5334,5,9.2911,0.4425,6,0.99,0.3582,7,0.65,0.391,7,0.1513,0.5137,5,37.56,0.6265,4,2.963,0.8883,2,0.0823,0.7043,3
739,19,0.0826,0.5542,5,-0.0753,0.4786,6,-0.1247,0.4513,6,0.5849,0.3384,7,32559018375.0,0.2267,8,2.13,0.3834,7,3.196,0.8521,2,4.51,0.8434,2,2.32,0.8007,3,0.1707,0.5827,5,47.84,0.4272,6,0.4372,0.5422,5,0.0694,0.6605,4
547,18,-0.0317,0.2234,8,-0.2488,0.3647,7,-0.2072,0.3932,7,0.3238,0.6561,4,7749085804.0,0.5783,5,1.84,0.4732,6,0.7181,0.9978,1,2.5,0.6199,4,1.04,0.5093,5,0.0233,0.0734,10,76.79,0.0668,10,-0.0514,0.3012,8,-0.2924,0.0066,10
726,19,0.0886,0.5685,5,-0.1119,0.4545,6,-0.1432,0.4359,6,0.1378,0.8784,2,10660185000.0,0.4863,6,4.12,0.115,9,18.563,0.2026,9,4.11,0.8007,3,2.79,0.8686,2,0.2404,0.759,3,34.57,0.6933,4,-0.0021,0.3363,7,0.2446,0.9244,1
684,28,0.057,0.4951,6,-0.6762,0.0756,10,-0.6638,0.0712,10,0.5619,0.3669,7,17460771181.0,0.3549,7,2.25,0.3428,7,15.9629,0.2497,8,1.96,0.5203,5,1.33,0.6035,4,0.2711,0.8248,2,35.52,0.6627,4,-0.3795,0.1785,9,-0.011,0.2903,8
99,12,-0.1561,0.0548,10,0.0621,0.552,5,0.134,0.5991,5,0.4113,0.5487,5,981834980.0,0.988,1,2.98,0.2081,8,3.4037,0.8346,2,-4.82,0.0263,10,-0.38,0.1183,9,0.0402,0.1446,9,84.12,0.0438,10,-39.3533,0.0022,10,-0.0497,0.1632,9
728,18,0.3129,0.8762,2,0.0106,0.529,5,-0.0993,0.4677,6,0.8037,0.172,9,19051414752.0,0.3308,7,3.13,0.1895,9,1.6773,0.9573,1,8.33,0.9781,1,3.23,0.9157,1,0.14,0.4699,6,64.26,0.1588,9,1.8829,0.828,2,0.2243,0.9091,1
574,14,-0.1856,0.035,10,-0.5132,0.1807,9,-0.4102,0.23,8,0.0529,0.9354,1,1025878200.0,0.9858,1,1.96,0.4304,6,5.6198,0.6517,4,-10.4,0.0077,10,-2.6,0.0252,10,0.0066,0.0142,10,71.77,0.1008,10,-0.203,0.2333,8,-0.1163,0.0515,10
407,25,-0.0145,0.2738,8,0.5221,0.7141,3,0.5668,0.7382,3,0.0875,0.9146,1,6730172707.0,0.6188,4,0.71,0.9617,1,5.2045,0.6944,4,-1.06,0.1139,9,0.19,0.23,8,0.0432,0.1588,9,68.49,0.1292,9,-1.9228,0.0482,10,-0.0756,0.1073,9
503,16,0.1655,0.736,3,-0.7559,0.0427,10,-0.7433,0.035,10,0.5644,0.3604,7,3614111228.0,0.8018,3,4.62,0.0942,10,31.7554,0.0942,10,4.14,0.805,2,2.94,0.8883,2,0.3441,0.9091,1,25.23,0.816,2,-0.1735,0.2475,8,0.0428,0.5334,5
47,3,0.1189,0.6364,4,-0.0442,0.4951,6,-0.0628,0.5005,6,0.389,0.5728,5,177216569565.0,0.0624,10,0.77,0.9441,1,2.7094,0.8938,2,1.19,0.3998,7,0.68,0.3987,7,0.0403,0.1457,9,52.65,0.3417,7,0.0852,0.4053,6,0.0078,0.3877,7
32,2,-0.0368,0.2125,8,-0.1344,0.4392,6,-0.0977,0.4688,6,0.362,0.6057,4,6144307149.0,0.6495,4,0.94,0.8762,2,1.6208,0.9595,1,-1.54,0.0898,10,-1.07,0.0712,10,0.2169,0.7065,3,28.85,0.7623,3,-0.4163,0.1665,9,-0.0008,0.3428,7
201,10,-0.0257,0.2453,8,1.6685,0.851,2,1.5742,0.8609,2,0.6418,0.2903,8,32505607109.0,0.2289,8,2.0,0.4195,6,3.5532,0.8215,2,0.37,0.2574,8,0.3,0.2837,8,0.0497,0.1763,9,52.54,0.345,7,-0.8482,0.1106,9,-0.0232,0.2552,8
135,5,0.0142,0.3582,7,1.4056,0.8368,2,1.2818,0.8445,2,0.7168,0.2366,8,140013434017.0,0.0789,10,1.07,0.8061,2,3.4537,0.8258,2,0.52,0.2848,8,0.48,0.3439,7,0.0463,0.1665,9,42.98,0.5203,5,-0.5855,0.1358,9,0.0407,0.5268,5
27,2,-0.0719,0.149,9,-0.2172,0.3921,7,-0.221,0.3888,7,0.473,0.4754,6,444022115221.0,0.0175,10,1.22,0.7218,3,7.5733,0.5257,5,0.31,0.2421,8,0.31,0.2859,8,0.1227,0.4162,6,41.86,0.5476,5,0.4334,0.5389,5,-0.0281,0.2355,8
798,20,0.077,0.5389,5,-0.3689,0.2826,8,-0.3853,0.2486,8,0.6398,0.2935,8,31391785515.0,0.2355,8,7.41,0.0252,10,11.3974,0.3582,7,7.08,0.9628,1,3.02,0.8959,2,0.2908,0.8543,2,60.81,0.1939,9,-0.0724,0.2957,8,-0.0414,0.1917,9
231,11,0.0142,0.3571,7,-0.1961,0.4031,7,-0.1971,0.402,7,0.097,0.9047,1,8006449260.0,0.5652,5,2.72,0.2432,8,23.8028,0.149,9,3.11,0.6955,4,2.55,0.8335,2,0.2153,0.701,4,17.71,0.9102,1,0.0335,0.3691,7,0.0523,0.5728,5
490,18,0.1962,0.7777,3,0.8408,0.7777,3,0.5349,0.7284,3,0.8937,0.1216,9,31333766954.0,0.2377,8,1.42,0.6309,4,1.8164,0.9463,1,2.36,0.6024,5,1.17,0.5433,5,0.1061,0.3702,7,56.03,0.2793,8,0.4979,0.5652,5,0.0925,0.7295,3
773,7,0.3246,0.8828,2,0.4253,0.6846,4,0.23,0.6418,4,0.2293,0.7755,3,38664982200.0,0.1972,9,3.67,0.138,9,22.4129,0.1599,9,5.23,0.8959,2,3.78,0.9562,1,0.0809,0.287,8,30.31,0.7503,3,0.5066,0.5696,5,0.4048,0.966,1
379,21,0.7798,0.9836,1,29.3447,1.0,1,16.4091,1.0,1,0.8662,0.1358,9,38562478534.0,0.1982,9,0.92,0.8828,2,5.4721,0.667,4,1.93,0.5148,5,0.79,0.437,6,0.087,0.3111,7,65.1,0.1512,9,2.9667,0.8894,2,0.0698,0.6637,4
289,20,0.0041,0.3275,7,-0.305,0.3319,7,-0.3064,0.3231,7,0.1147,0.8938,2,16615359065.0,0.3669,7,2.59,0.2662,8,6.169,0.609,4,2.35,0.5991,5,1.19,0.5476,5,0.1306,0.4315,6,55.59,0.2848,8,-0.0496,0.3023,8,-0.0169,0.2727,8
419,22,0.4936,0.943,1,4.5594,0.9463,1,3.2628,0.9398,1,0.5605,0.3691,7,194258002665.0,0.0581,10,0.57,0.989,1,7.0339,0.5619,5,2.18,0.5674,5,1.47,0.6462,4,0.2387,0.7525,3,37.96,0.6199,4,3.1822,0.9003,2,0.0144,0.4129,6
675,19,0.0054,0.3297,7,-0.436,0.2202,8,-0.4373,0.2103,8,0.3237,0.6572,4,7085903375.0,0.6112,4,1.5,0.5915,5,14.3838,0.2837,8,2.19,0.5696,5,1.72,0.7021,4,0.0685,0.2421,8,20.98,0.8773,2,0.8197,0.6692,4,-0.0003,0.3439,7
392,21,0.2425,0.8215,2,0.6176,0.7295,3,0.2969,0.6725,4,0.3012,0.6857,4,37546707611.0,0.2004,9,3.64,0.1402,9,48.9959,0.057,10,1.84,0.5016,6,0.82,0.4447,6,0.0523,0.184,9,57.69,0.2475,8,20.6202,0.9847,1,0.1819,0.8839,2
593,13,-0.0072,0.2946,8,-0.4192,0.2311,8,-0.3787,0.2541,8,0.8135,0.1632,9,30169595616.0,0.2519,8,3.43,0.1621,9,4.9979,0.7032,3,5.07,0.8817,2,2.79,0.8697,2,0.2604,0.7963,3,47.99,0.4206,6,2.2915,0.8631,2,-0.0248,0.2453,8
499,17,0.0946,0.5805,5,-0.7592,0.0394,10,-0.7398,0.0372,10,0.5243,0.4184,6,2194720731.0,0.9058,1,1.33,0.6681,4,2.8811,0.8784,2,2.01,0.5367,5,1.15,0.5411,5,0.2858,0.8499,2,45.97,0.4556,6,0.0613,0.3899,7,0.0001,0.3472,7
139,5,0.4789,0.9409,1,3.471,0.9266,1,2.4222,0.9113,1,1.062,0.0745,10,11575831755.0,0.4556,6,1.24,0.7108,3,7.9413,0.5016,6,2.39,0.609,4,2.14,0.7744,3,0.2396,0.7568,3,10.11,0.9682,1,0.1633,0.4458,6,0.0585,0.6046,4
63,21,0.124,0.6495,4,2.3109,0.8795,2,2.0623,0.8938,2,-0.1014,0.977,1,2558547600.0,0.8729,2,0.98,0.8532,2,77.1786,0.034,10,1.66,0.471,6,1.0,0.5027,6,0.0935,0.333,7,42.6,0.5268,5,0.0062,0.3384,7,0.0572,0.598,5
472,25,0.0484,0.4688,6,0.8081,0.7733,3,0.7504,0.7875,3,0.475,0.471,6,2028850701.0,0.9189,1,2.17,0.3669,7,59.1054,0.0515,10,1.0,0.3625,7,0.87,0.4633,6,0.448,0.9671,1,12.57,0.9485,1,0.6433,0.621,4,0.0263,0.4611,6
648,7,-0.0347,0.2158,8,-0.2446,0.3724,7,-0.2249,0.3855,7,0.2485,0.7448,3,4119766406.0,0.7689,3,2.26,0.3384,7,8.794,0.4622,6,-0.25,0.1763,9,0.12,0.2015,9,0.0631,0.2256,8,64.04,0.1621,9,0.1085,0.4228,6,0.0735,0.6725,4
129,4,0.0905,0.5739,5,0.3081,0.6429,4,0.3426,0.6867,4,0.6032,0.3198,7,7646064804.0,0.5805,5,1.5,0.5926,5,8.0626,0.4973,6,0.69,0.3154,7,0.48,0.345,7,0.1167,0.3976,7,47.71,0.4294,6,-0.7084,0.126,9,-0.0622,0.1369,9
888,28,0.2297,0.8105,2,-0.3962,0.2574,8,-0.4124,0.2278,8,0.6613,0.2727,8,87328670828.0,0.1139,9,2.46,0.2924,8,5.4367,0.6681,4,1.57,0.46,6,0.93,0.483,6,0.208,0.6802,4,55.71,0.2826,8,-0.3782,0.1807,9,-0.1265,0.046,10
521,17,-0.0224,0.253,8,-0.312,0.3286,7,-0.3008,0.3253,7,0.6395,0.2946,8,110528507957.0,0.1008,10,2.3,0.3253,7,7.231,0.5509,5,4.07,0.7974,3,2.37,0.8094,2,0.3309,0.8981,2,42.7,0.5235,5,0.6089,0.6101,4,0.0694,0.6616,4
65,3,-0.0219,0.2552,8,0.2121,0.6134,4,0.1562,0.609,4,0.1839,0.8248,2,961374786.0,0.989,1,2.51,0.2826,8,4.2443,0.7601,3,-9.21,0.0099,10,-1.29,0.0526,10,0.077,0.2749,8,80.01,0.0537,10,0.2428,0.4775,6,-0.0975,0.0701,10
14,1,0.0754,0.5345,5,-0.2432,0.3746,7,-0.2381,0.3768,7,0.1953,0.8105,2,11049978740.0,0.471,6,0.9,0.8894,2,4.0082,0.7788,3,1.28,0.4085,6,1.13,0.5378,5,0.152,0.5203,5,11.88,0.9562,1,3.2223,0.9025,1,-0.0744,0.1095,9
157,6,0.0484,0.4699,6,-0.3923,0.2673,8,-0.3683,0.2673,8,0.0103,0.9518,1,2800993994.0,0.8532,2,1.35,0.6594,4,5.1843,0.6955,4,-3.92,0.0361,10,-2.04,0.034,10,0.1685,0.5739,5,44.77,0.4896,6,-0.4748,0.1566,9,-0.0504,0.161,9
40,2,0.1018,0.6046,4,4.3067,0.9398,1,3.7773,0.9518,1,0.2429,0.7514,3,9007283098.0,0.5312,5,1.28,0.6889,4,8.0987,0.4962,6,1.88,0.5082,5,1.01,0.506,5,0.0638,0.2322,8,48.82,0.4031,7,-0.1103,0.2727,8,-0.0085,0.3001,8
493,13,0.0372,0.437,6,-0.5994,0.1271,9,-0.5841,0.1238,9,0.6469,0.287,8,26553881157.0,0.2694,8,4.16,0.1128,9,17.558,0.2169,8,5.97,0.9244,1,4.72,0.9825,1,0.4491,0.9682,1,20.24,0.8872,2,0.1547,0.4414,6,0.1554,0.8521,2
380,21,0.5546,0.9617,1,2.1908,0.8729,2,1.3993,0.8543,2,0.0935,0.9091,1,51324218000.0,0.1599,9,1.76,0.4929,6,9.9679,0.4129,6,3.27,0.7152,3,2.15,0.7755,3,0.064,0.2333,8,34.97,0.6736,4,-0.025,0.3198,7,0.0525,0.575,5
188,9,0.0017,0.3165,7,0.1892,0.6079,4,0.1906,0.6276,4,0.1529,0.8565,2,31424348279.0,0.2344,8,1.12,0.7788,3,3.1115,0.8587,2,1.05,0.3735,7,0.71,0.4096,6,0.0842,0.299,8,58.02,0.2377,8,-0.1931,0.2355,8,0.0307,0.4907,6
